"","row_index","species2","family2","order2","avibase.id2","total.individuals","female","male","unknown","complete.measures","beak.length_culmen","beak.length_nares","beak.width","beak.depth","tarsus.length","wing.length","kipps.distance","secondary1","hand-wing.index","tail.length","mass","mass.source","mass.refs.other","inference","traits.inferred","reference.species","habitat","habitat.density","migration","trophic.level","trophic.niche","primary.lifestyle"
"2676",2676,"Laterallus ruber","Rallidae","Gruiformes","AVIBASE-E75C88E2",4,2,2,0,4,20.6,10.5,3.2,5.5,33.4,81.5,11.3,70.2,13.8,34.2,44.4,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Carnivore","Aquatic predator","Terrestrial"
"2677",2677,"Laterallus spilonota","Rallidae","Gruiformes","AVIBASE-B757AC6B",5,2,3,0,4,16.1,8.6,2.4,3.9,20.9,65.8,16.8,48.5,25.7,24.2,40.2,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Omnivore","Terrestrial"
"2678",2678,"Laterallus xenopterus","Rallidae","Gruiformes","AVIBASE-99374A39",2,0,1,1,1,17.9,7.9,3.6,5.7,30.5,69.5,14.8,68.2,17.8,45.6,56.9,"Dunning",NA,"NO",NA,NA,"Grassland","1","1","Carnivore","Aquatic predator","Terrestrial"
"2679",2679,"Lewinia mirifica","Rallidae","Gruiformes","AVIBASE-F7CE0777",1,1,0,0,1,26.2,16.6,3.7,5.3,28.6,96.9,26.7,70.2,27.6,40,68,"Updated_literature","Dunning (2021)","NO",NA,NA,"Wetland","2","3","Carnivore","Aquatic predator","Terrestrial"
"2680",2680,"Lewinia muelleri","Rallidae","Gruiformes","AVIBASE-C5AFD635",0,0,0,0,0,30.1,19,3.3,5.2,29.2,93.8,18.5,75.5,19.7,41,93,"Dunning",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Lewinia pectoralis","Forest","2","1","Carnivore","Aquatic predator","Terrestrial"
"2681",2681,"Lewinia pectoralis","Rallidae","Gruiformes","AVIBASE-8B6FB21F",5,0,2,3,4,30.1,19,3.3,5.2,29.2,93.8,18.5,75.5,19.7,41,78.1,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Carnivore","Aquatic predator","Terrestrial"
"2682",2682,"Lewinia striata","Rallidae","Gruiformes","AVIBASE-139D3221",5,2,3,0,4,37.4,22.4,4.2,7.2,32.9,114.8,28.2,88.6,24.2,40.6,116,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Omnivore","Omnivore","Terrestrial"
"2683",2683,"Megacrex inepta","Rallidae","Gruiformes","AVIBASE-770830AC",5,3,2,0,4,73,38.6,8.5,17.1,87.3,174,11.8,161.2,6.8,34.4,1200,"Dunning",NA,"NO",NA,NA,"Woodland","1","1","Omnivore","Omnivore","Terrestrial"
"2684",2684,"Mentocrex beankaensis","Rallidae","Gruiformes","AVIBASE-3FD76AAD",1,0,1,0,0,27.1,17,4.6,8.6,46.1,142,24.8,97,20.5,65,246,"DataFromSplit",NA,"YES","Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index","Mentocrex kioloides",NA,"1","1","Carnivore","Omnivore","Terrestrial"
"2685",2685,"Mentocrex kioloides","Rallidae","Gruiformes","AVIBASE-047A7C80",4,2,2,0,4,29.3,15.8,4.1,8.6,41.7,121.8,24.8,97,20.5,46,246,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Omnivore","Terrestrial"
"2686",2686,"Micropygia schomburgkii","Rallidae","Gruiformes","AVIBASE-0B09BDCD",4,2,2,0,4,13.5,7,2.1,4.2,19,74.5,17.3,57.2,23.2,28.5,31.2,"Dunning",NA,"NO",NA,NA,"Grassland","2","2","Carnivore","Invertivore","Terrestrial"
"2687",2687,"Mustelirallus albicollis","Rallidae","Gruiformes","AVIBASE-65A6922D",9,2,1,6,4,46.1,36.1,7.9,9.4,32.7,115.5,16.7,108.8,13.2,96.2,100,"Dunning",NA,"NO",NA,NA,"Wetland","1","1","Carnivore","Aquatic predator","Terrestrial"
"2688",2688,"Mustelirallus colombianus","Rallidae","Gruiformes","AVIBASE-E016F3AC",1,0,1,0,1,21.5,10.1,3.4,6.4,28,97,23,74,23.7,30,58.3,"Inferred",NA,"YES","Body Mass","Mustelirallus erythrops","Wetland","2","2","Carnivore","Aquatic predator","Terrestrial"
"2689",2689,"Mustelirallus erythrops","Rallidae","Gruiformes","AVIBASE-993DE54F",11,3,4,4,4,21,11.9,4.3,4.7,26,96.7,23.8,78,23.4,42.6,58.3,"Dunning",NA,"NO",NA,NA,"Wetland","2","2","Carnivore","Aquatic predator","Terrestrial"
"2690",2690,"Paragallinula angulata","Rallidae","Gruiformes","AVIBASE-A927C1AE",4,2,2,0,4,22.4,10.4,3.8,7,35.9,133,48,85,35.9,59.8,130,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Omnivore","Omnivore","Generalist"
"2691",2691,"Pardirallus maculatus","Rallidae","Gruiformes","AVIBASE-E202D760",5,3,2,0,4,43.4,28.9,4.5,8.1,38.7,121.8,30.9,91.9,25.1,48.2,171,"Dunning",NA,"NO",NA,NA,"Wetland","2","2","Carnivore","Aquatic predator","Terrestrial"
"2692",2692,"Pardirallus nigricans","Rallidae","Gruiformes","AVIBASE-01FE1D04",6,2,4,0,4,52.8,31.2,4,7.6,46.5,128.8,24.3,103.2,19.2,53,217,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Carnivore","Aquatic predator","Terrestrial"
"2693",2693,"Pardirallus sanguinolentus","Rallidae","Gruiformes","AVIBASE-E20AD288",5,2,3,0,4,54.1,34.8,4,7.5,42.1,126.2,31.2,94.8,24.8,63.2,232,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Carnivore","Aquatic predator","Terrestrial"
"2694",2694,"Poliolimnas cinereus","Rallidae","Gruiformes","AVIBASE-498A4369",5,2,3,0,4,24.8,12.6,3.2,5.8,32.3,94,23,71,24.4,48.8,52.1,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Omnivore","Aquatic predator","Terrestrial"
"2695",2695,"Porphyrio alleni","Rallidae","Gruiformes","AVIBASE-53288666",5,2,3,0,4,33,14.6,5.2,9.9,49.4,152.6,50.5,96.2,34.5,63.6,138.7,"Dunning",NA,"NO",NA,NA,"Wetland","2","3","Herbivore","Herbivore aquatic","Terrestrial"
"2696",2696,"Porphyrio flavirostris","Rallidae","Gruiformes","AVIBASE-1CE84B66",4,2,2,0,3,25.4,14.3,4.2,8.1,37.4,132.2,49.8,82.5,37.6,69,92.6,"Dunning",NA,"NO",NA,NA,"Wetland","2","2","Omnivore","Omnivore","Terrestrial"
"2697",2697,"Porphyrio hochstetteri","Rallidae","Gruiformes","AVIBASE-6001C6A8",2,1,0,1,2,71.2,42.7,15.2,39.3,95.8,232.5,30.5,202,13.3,107,2462.2,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Herbivore","Omnivore","Terrestrial"
"2698",2698,"Porphyrio indicus","Rallidae","Gruiformes","AVIBASE-B9E73FA9",4,2,2,0,4,60.1,25.5,9.1,19.8,80.2,230.2,70,160.3,30.4,79.5,773.9,"DataFromSplit",NA,"NO",NA,NA,"Wetland","2","1","Herbivore","Herbivore aquatic","Terrestrial"
"2699",2699,"Porphyrio madagascariensis","Rallidae","Gruiformes","AVIBASE-865C039E",4,2,2,0,4,47.7,27,9.1,21.8,79.5,225,68.8,156.2,30.6,84.2,636,"Updated_literature","Dunning (2021)","NO",NA,NA,"Wetland","2","1","Herbivore","Herbivore aquatic","Terrestrial"
"2700",2700,"Porphyrio martinica","Rallidae","Gruiformes","AVIBASE-72A4F8EB",16,4,8,4,4,30.6,17,6.3,12,56.2,174.4,47,127.6,26.9,72.8,235.1,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Herbivore","Herbivore aquatic","Terrestrial"
"2701",2701,"Porphyrio melanotus","Rallidae","Gruiformes","AVIBASE-0E0D8AE7",0,0,0,0,0,56.2,26.2,9.4,21.3,79.9,234.9,69.3,158.3,30.5,85.5,773.9,"Inferred",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass","Porphyrio porphyrio (sensu lato)","Wetland","2","1","Herbivore","Herbivore aquatic","Terrestrial"
"2702",2702,"Porphyrio poliocephalus","Rallidae","Gruiformes","AVIBASE-BFAE9B04",0,0,0,0,0,56.2,26.2,9.4,21.3,79.9,234.9,69.3,158.3,30.5,85.5,773.9,"Inferred",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass","Porphyrio porphyrio (sensu lato)","Wetland","2","1","Herbivore","Herbivore aquatic","Terrestrial"
"2703",2703,"Porphyrio porphyrio","Rallidae","Gruiformes","AVIBASE-B6838E0C",0,0,0,0,0,56.2,26.2,9.4,21.3,79.9,234.9,69.3,158.3,30.5,85.5,773.9,"Dunning",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Porphyrio porphyrio (sensu lato)","Wetland","2","1","Herbivore","Herbivore aquatic","Terrestrial"
"2704",2704,"Porphyrio pulverulentus","Rallidae","Gruiformes","AVIBASE-62092383",0,0,0,0,0,56.2,26.2,9.4,21.3,79.9,234.9,69.3,158.3,30.5,85.5,773.9,"Inferred",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass","Porphyrio porphyrio (sensu lato)","Wetland","2","1","Herbivore","Herbivore aquatic","Terrestrial"
"2705",2705,"Porphyriops melanops","Rallidae","Gruiformes","AVIBASE-43AF4EA8",4,1,3,0,4,25.2,11.1,3.8,7.4,36.4,125,42.5,82.5,34,54.8,191,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Omnivore","Herbivore aquatic","Aquatic"
"2706",2706,"Porzana carolina","Rallidae","Gruiformes","AVIBASE-2CC21529",8,4,2,2,4,20.4,10.1,3,5.7,30.1,102.5,34.8,69.5,33.4,50.8,74.8,"Dunning",NA,"NO",NA,NA,"Wetland","1","3","Omnivore","Omnivore","Terrestrial"
"2707",2707,"Porzana fluminea","Rallidae","Gruiformes","AVIBASE-C1F82F7A",4,0,1,3,4,20.9,9.3,2.7,5.2,27.2,96.8,33.8,63,34.9,48.5,60.8,"Dunning",NA,"NO",NA,NA,"Wetland","2","2","Carnivore","Aquatic predator","Terrestrial"
"2708",2708,"Porzana porzana","Rallidae","Gruiformes","AVIBASE-460708F9",8,4,4,0,4,19.8,10.4,2.5,5,28.7,112.9,39,73.9,34.5,45,87.1,"Dunning",NA,"NO",NA,NA,"Wetland","1","3","Omnivore","Aquatic predator","Terrestrial"
"2709",2709,"Porzana spiloptera","Rallidae","Gruiformes","AVIBASE-AB374CD7",5,0,1,4,4,15.2,7,2.1,3.6,22,76.2,17.8,59,23.2,34,52.1,"Inferred",NA,"YES","Body Mass","Laterallus melanophaius","Wetland","2","2","Omnivore","Aquatic predator","Terrestrial"
"2710",2710,"Rallina canningi","Rallidae","Gruiformes","AVIBASE-83C41CA8",4,2,2,0,4,31.2,16,4.1,7.8,55.3,148.8,11.4,137.3,7.6,75.2,178,"Inferred",NA,"YES","Body Mass","Rallina tricolor","Wetland","2","1","Carnivore","Aquatic predator","Terrestrial"
"2711",2711,"Rallina eurizonoides","Rallidae","Gruiformes","AVIBASE-B056B57C",5,2,3,0,4,25.3,13.1,3.8,6.5,42.2,125.8,28.8,95.4,23.2,61.2,109,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Omnivore","Terrestrial"
"2712",2712,"Rallina fasciata","Rallidae","Gruiformes","AVIBASE-1DFAA1B7",5,2,2,1,4,25.1,12.7,3.5,6.1,38.3,122.2,33.5,88.1,27.5,48.2,100,"Dunning",NA,"NO",NA,NA,"Wetland","1","1","Carnivore","Omnivore","Terrestrial"
"2713",2713,"Rallina forbesi","Rallidae","Gruiformes","AVIBASE-5AD47186",6,2,4,0,4,29.4,15.8,4.4,7.5,38.3,106.7,6.4,99.1,6,56.8,85.1,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial"
"2714",2714,"Rallina leucospila","Rallidae","Gruiformes","AVIBASE-545ECAD4",4,2,2,0,4,24,13.1,4.5,8,36.3,106.8,1.4,105.4,1.3,64,120,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial"
"2715",2715,"Rallina mayri","Rallidae","Gruiformes","AVIBASE-8F99953C",4,2,2,0,3,28,15.5,5,7.8,34.3,109.4,6.9,102.5,6.3,66.8,122.9,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial"
"2716",2716,"Rallina rubra","Rallidae","Gruiformes","AVIBASE-0934B6E1",2,1,0,1,2,26.5,12.9,4,6.7,37.5,92.5,5.5,87,5.8,59,81,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial"
"2717",2717,"Rallina tricolor","Rallidae","Gruiformes","AVIBASE-EBD8C251",4,2,1,1,3,32.8,17.3,4.8,8.9,48.8,134.5,22.1,112.2,16.3,60,178,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Aquatic predator","Terrestrial"
"2718",2718,"Rallus antarcticus","Rallidae","Gruiformes","AVIBASE-3DA5C1B9",5,5,0,0,4,32.5,22,3.1,5.2,28.8,91.4,27.3,64,29.9,47.2,60.4,"Dunning",NA,"NO",NA,NA,"Wetland","2","2","Carnivore","Aquatic predator","Terrestrial"
"2719",2719,"Rallus aquaticus","Rallidae","Gruiformes","AVIBASE-DE1D2DF4",13,4,9,0,9,42,27.5,3.6,6.1,38.4,114.1,34.8,79.3,30.5,51,110.7,"Dunning",NA,"NO",NA,NA,"Wetland","1","2","Carnivore","Aquatic predator","Terrestrial"
"2720",2720,"Rallus caerulescens","Rallidae","Gruiformes","AVIBASE-5B443EDE",5,2,3,0,4,50.2,32.9,4,7.5,40.3,119,21.9,94.4,18.9,42,162.1,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Carnivore","Aquatic predator","Terrestrial"
"2721",2721,"Rallus crepitans","Rallidae","Gruiformes","AVIBASE-E893F98D",4,2,2,0,4,64.7,20.9,3.8,6.2,48.4,148,33,115,22.3,61,306,"Updated_literature","Dunning (2021)","NO",NA,NA,"Wetland","1","2","Carnivore","Aquatic predator","Terrestrial"
"2722",2722,"Rallus elegans","Rallidae","Gruiformes","AVIBASE-0BB84341",5,2,3,0,4,59.1,35.6,4.4,8.1,53.2,158.4,38.6,118.2,24.6,58,313.3,"Dunning",NA,"NO",NA,NA,"Wetland","1","1","Carnivore","Aquatic predator","Terrestrial"
"2723",2723,"Rallus indicus","Rallidae","Gruiformes","AVIBASE-ACD9E3E1",4,2,2,0,4,40.2,26.8,3.6,6.8,39,124,36.6,87.3,29.6,48.5,104.5,"Updated_literature","Dunning (2021)","NO",NA,NA,"Wetland","1","2","Carnivore","Aquatic predator","Terrestrial"
"2724",2724,"Rallus limicola","Rallidae","Gruiformes","AVIBASE-4880DC55",8,2,4,2,8,37.8,24.9,2.9,5.4,32.4,101,26.8,74.2,26.5,38.6,84.1,"Dunning",NA,"NO",NA,NA,"Wetland","1","3","Carnivore","Aquatic predator","Terrestrial"
"2725",2725,"Rallus longirostris","Rallidae","Gruiformes","AVIBASE-89DB7F74",5,2,1,2,4,50.7,30.7,4.8,8.4,41.2,133.2,23.7,107.6,18.1,44.2,259.4,"Dunning",NA,"NO",NA,NA,"Coastal","1","2","Carnivore","Aquatic predator","Terrestrial"
"2726",2726,"Rallus madagascariensis","Rallidae","Gruiformes","AVIBASE-DBBFE96E",4,2,2,0,4,55.6,42,4.8,7.4,37.6,105.8,21.2,84.5,20.1,40,114,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Carnivore","Aquatic predator","Terrestrial"
"2727",2727,"Rallus obsoletus","Rallidae","Gruiformes","AVIBASE-4185F617",4,3,1,0,4,62.1,37.5,5.7,8.4,50.2,147.8,34.8,112.9,23.5,55.8,342,"Updated_literature","Dunning (2021)","NO",NA,NA,"Coastal","1","2","Carnivore","Aquatic predator","Terrestrial"
"2728",2728,"Rallus semiplumbeus","Rallidae","Gruiformes","AVIBASE-64D0CACB",4,0,1,3,4,41.1,28.1,3.6,6.1,37.8,105,24,81,22.7,41.5,84.1,"Inferred",NA,"YES","Body Mass","Rallus limicola","Wetland","2","1","Carnivore","Aquatic predator","Terrestrial"
"2729",2729,"Rallus tenuirostris","Rallidae","Gruiformes","AVIBASE-8C41ABD3",4,2,2,0,4,61.9,22.2,3.9,6.3,50.2,153,36.5,116.5,23.9,64.8,306,"Updated_literature","Dunning (2021)","NO",NA,NA,"Wetland","1","1","Carnivore","Aquatic predator","Terrestrial"
"2730",2730,"Rallus wetmorei","Rallidae","Gruiformes","AVIBASE-C452272A",2,1,1,0,2,52.5,34.1,4.7,8.1,42.7,125,22,103,17.6,46,259.4,"Inferred",NA,"YES","Body Mass","Rallus longirostris","Woodland","2","2","Carnivore","Aquatic predator","Terrestrial"
"2731",2731,"Rougetius rougetii","Rallidae","Gruiformes","AVIBASE-5889EE23",5,2,3,0,4,34.1,18,4.1,6.6,49.2,128.4,19.3,107.7,15.2,47.6,193.4,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Omnivore","Omnivore","Terrestrial"
"2732",2732,"Tribonyx mortierii","Rallidae","Gruiformes","AVIBASE-4CF76CCF",4,0,0,4,4,38,14.8,7.6,13.5,75,185.5,19.8,165.8,10.6,88,1291.8,"Dunning",NA,"NO",NA,NA,"Wetland","3","1","Omnivore","Omnivore","Terrestrial"
"2733",2733,"Tribonyx ventralis","Rallidae","Gruiformes","AVIBASE-B0A6B924",5,2,3,0,4,28.8,11.5,5.5,9.4,54.5,205.4,79,125,38.8,83,386.3,"Dunning",NA,"NO",NA,NA,"Wetland","2","2","Herbivore","Omnivore","Terrestrial"
"2734",2734,"Zapornia akool","Rallidae","Gruiformes","AVIBASE-457C01A2",5,2,3,0,4,31.8,17,4,8,47.6,119.2,17.4,100.6,14.8,54,131.4,"Dunning",NA,"NO",NA,NA,"Wetland","1","2","Carnivore","Omnivore","Terrestrial"
"2735",2735,"Zapornia atra","Rallidae","Gruiformes","AVIBASE-09B78B87",3,2,1,0,3,22,11.4,2.8,5.4,30.4,80,19.7,60.3,24.5,39,77.4,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Terrestrial"
"2736",2736,"Zapornia bicolor","Rallidae","Gruiformes","AVIBASE-A108727C",4,2,2,0,4,25.2,13.9,3.1,6.2,34.8,110,24.8,85.2,22.5,50.2,57.3,"Inferred",NA,"YES","Body Mass","Zapornia fusca","Forest","2","1","Carnivore","Omnivore","Terrestrial"
"2737",2737,"Zapornia flavirostra","Rallidae","Gruiformes","AVIBASE-148F0B01",5,2,3,0,4,24.1,12.5,3.6,6.7,40.4,98.8,17.8,82,17.7,41,86.2,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Carnivore","Aquatic predator","Terrestrial"
"2738",2738,"Zapornia fusca","Rallidae","Gruiformes","AVIBASE-14C2B730",4,2,2,0,4,26,12.1,3,5.1,31,94.5,21,73.5,22.2,42.5,57.3,"Dunning",NA,"NO",NA,NA,"Wetland","2","2","Omnivore","Aquatic predator","Terrestrial"
"2739",2739,"Zapornia olivieri","Rallidae","Gruiformes","AVIBASE-60DB3117",2,0,2,0,2,28,14.2,3.7,6.6,39.2,102,21.9,80.2,21.4,52,86.2,"Inferred",NA,"YES","Body Mass","Zapornia flavirostra","Wetland","2","1","Carnivore","Aquatic predator","Terrestrial"
"2740",2740,"Zapornia parva","Rallidae","Gruiformes","AVIBASE-9106EBE6",8,4,4,0,4,19.4,11.1,2.4,4.7,28.6,100.9,43.8,55.8,44,52.9,49.7,"Dunning",NA,"NO",NA,NA,"Wetland","1","3","Carnivore","Aquatic predator","Terrestrial"
"2741",2741,"Zapornia paykullii","Rallidae","Gruiformes","AVIBASE-3FEE66C7",5,2,3,0,4,28.5,14.1,3.7,7.3,35.8,126.4,37.5,89.7,29.4,53.4,111,"Dunning",NA,"NO",NA,NA,"Wetland","2","3","Carnivore","Aquatic predator","Terrestrial"
"2742",2742,"Zapornia pusilla","Rallidae","Gruiformes","AVIBASE-34D5B04D",5,2,3,0,4,17.4,9.2,2.4,4.8,25,84.4,29.8,54.5,35.3,32.2,35.4,"Dunning",NA,"NO",NA,NA,"Wetland","1","3","Carnivore","Aquatic predator","Terrestrial"
"2743",2743,"Zapornia tabuensis","Rallidae","Gruiformes","AVIBASE-C15FF1EB",5,2,3,0,4,19.3,9.5,2.3,4.7,24.4,80.4,24.2,57.5,29.5,35.6,42.2,"Dunning",NA,"NO",NA,NA,"Wetland","2","1","Omnivore","Omnivore","Terrestrial"
"2744",2744,"Sarothrura affinis","Sarothruridae","Gruiformes","AVIBASE-D4A066EA",4,2,2,0,4,12.5,5.3,2,3.3,16.8,67.2,9.4,57.9,13.9,37.2,27.8,"Dunning",NA,"NO",NA,NA,"Wetland","1","1","Omnivore","Omnivore","Terrestrial"
"2745",2745,"Sarothrura ayresi","Sarothruridae","Gruiformes","AVIBASE-534D524C",5,2,3,0,4,11.3,5.7,2,4,20.9,73,19,54,26,35.6,31.8,"Dunning",NA,"NO",NA,NA,"Grassland","1","1","Omnivore","Omnivore","Terrestrial"
"2746",2746,"Sarothrura boehmi","Sarothruridae","Gruiformes","AVIBASE-EBA9F2C4",4,2,2,0,4,13,6.1,2.4,4.4,20.9,83,15.8,67.2,19,25.8,35,"Dunning",NA,"NO",NA,NA,"Grassland","1","1","Omnivore","Omnivore","Terrestrial"
"2747",2747,"Sarothrura elegans","Sarothruridae","Gruiformes","AVIBASE-E75BA92C",5,2,3,0,4,15,6.6,2.2,3.8,25,85,16,70.7,18.5,36.8,46,"Dunning",NA,"NO",NA,NA,"Wetland","1","1","Carnivore","Invertivore","Terrestrial"
"2748",2748,"Sarothrura insularis","Sarothruridae","Gruiformes","AVIBASE-258E8923",5,2,3,0,4,13.1,5,2,3.7,21.6,70.2,10.4,59.9,14.7,45.2,26.8,"Dunning",NA,"NO",NA,NA,"Shrubland","1","1","Omnivore","Omnivore","Terrestrial"
"2749",2749,"Sarothrura lugens","Sarothruridae","Gruiformes","AVIBASE-32CE9C63",2,2,0,0,2,12.9,5.4,2.3,4.2,19.5,71.5,11,60.5,15.4,44.5,30.8,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Shrubland","1","1","Omnivore","Omnivore","Terrestrial"
"2750",2750,"Sarothrura pulchra","Sarothruridae","Gruiformes","AVIBASE-6EF64F69",5,2,3,0,4,17,8.3,2.9,4.7,31.5,80.6,8.5,72.8,10.4,41,45.2,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Aquatic predator","Terrestrial"
"2751",2751,"Sarothrura rufa","Sarothruridae","Gruiformes","AVIBASE-10B56544",5,2,3,0,4,13.6,5.3,2.4,4,24.3,77,10.9,66.4,14.1,45.4,37.7,"Dunning",NA,"NO",NA,NA,"Wetland","1","1","Carnivore","Aquatic predator","Terrestrial"
"2752",2752,"Sarothrura watersi","Sarothruridae","Gruiformes","AVIBASE-E3A4AF84",4,2,2,0,4,15.2,7,2.2,3.2,23.5,69.5,15.8,53.7,22.7,42.8,26.5,"Dunning",NA,"NO",NA,NA,"Wetland","1","1","Omnivore","Aquatic predator","Terrestrial"
"2753",2753,"Leptosomus discolor","Leptosomidae","Leptosomiformes","AVIBASE-BCC6CD0D",15,4,11,0,10,46.8,20.1,10.2,13.3,29.6,248.4,67.4,179.5,27.3,191.7,255,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial"
"2754",2754,"Mesitornis unicolor","Mesitornithidae","Mesitornithiformes","AVIBASE-9963109A",4,1,2,1,4,21.5,9,3.1,4.6,39.6,114.5,8.6,105.9,7.5,103.8,148,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Omnivore","Invertivore","Terrestrial"
"2755",2755,"Mesitornis variegatus","Mesitornithidae","Mesitornithiformes","AVIBASE-ABDA1FE5",1,0,1,0,1,29.2,11.4,3.6,4.6,33.5,109,11.1,97.9,10.2,95,110,"Updated_literature","Dunning (2021)","NO",NA,NA,"Woodland","1","1","Carnivore","Invertivore","Terrestrial"
"2756",2756,"Monias benschi","Mesitornithidae","Mesitornithiformes","AVIBASE-E3662B23",7,2,4,1,4,37.3,20.8,4.3,5.5,35.7,124,12.7,106.5,10.7,132.9,137.9,"Dunning",NA,"NO",NA,NA,"Woodland","1","1","Carnivore","Invertivore","Terrestrial"
"2757",2757,"Corythaeola cristata","Musophagidae","Musophagiformes","AVIBASE-002445CB",9,4,5,0,4,38.8,18.8,9.3,18.4,54.2,321.4,36.5,286.9,11.2,366.8,965,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial"
"2758",2758,"Corythaixoides concolor","Musophagidae","Musophagiformes","AVIBASE-DEBCA587",5,2,3,0,4,25.7,12.7,8,13.3,39.5,215.4,39.8,177.2,18.3,241,258,"Dunning",NA,"NO",NA,NA,"Grassland","2","1","Herbivore","Frugivore","Insessorial"
"2759",2759,"Corythaixoides leucogaster","Musophagidae","Musophagiformes","AVIBASE-2AA4BC58",9,4,5,0,4,27,12.1,8.7,11.3,42.3,220.3,35.5,185.4,16,264.2,216.2,"Dunning",NA,"NO",NA,NA,"Grassland","2","1","Herbivore","Omnivore","Insessorial"
"2760",2760,"Corythaixoides personatus","Musophagidae","Musophagiformes","AVIBASE-215428B0",12,6,6,0,11,25.9,12.3,7.9,13.1,39.6,207.6,32.7,175.1,15.7,243.9,250,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Frugivore","Insessorial"
"2761",2761,"Crinifer piscator","Musophagidae","Musophagiformes","AVIBASE-3C3092F9",5,2,3,0,4,29.6,18.4,12.2,15.8,41.9,224,44.3,180.2,19.7,227,370,"Dunning",NA,"NO",NA,NA,"Woodland","3","1","Herbivore","Frugivore","Insessorial"
"2762",2762,"Crinifer zonurus","Musophagidae","Musophagiformes","AVIBASE-10B14696",5,2,3,0,4,30.4,17.7,10.8,14.7,44.3,247.6,46.6,200.9,18.8,250.4,527,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Herbivore","Frugivore","Insessorial"
"2763",2763,"Musophaga rossae","Musophagidae","Musophagiformes","AVIBASE-2C7BA3A6",15,7,7,1,8,35,12.2,7.4,12.9,44.9,224.7,33.4,191.3,14.8,232.7,361.4,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Frugivore","Insessorial"
"2764",2764,"Musophaga violacea","Musophagidae","Musophagiformes","AVIBASE-3893974C",5,3,2,0,4,34.5,14.1,10.2,15.2,42.2,210.2,36,174.2,17.1,194.8,360,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Frugivore","Insessorial"
"2765",2765,"Ruwenzorornis johnstoni","Musophagidae","Musophagiformes","AVIBASE-FE42CA06",10,4,6,0,4,28,10.9,6.6,10.7,38.5,167,17.9,148.2,10.8,199.8,240,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial"
"2766",2766,"Tauraco bannermani","Musophagidae","Musophagiformes","AVIBASE-2226EEC4",5,2,3,0,3,25.9,13.1,9.2,13,38.3,160.8,13.8,147.5,8.6,170,224,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Frugivore","Insessorial"
