"","row_index","species3","family3","order3","total.individuals","female","male","unknown","complete.measures","beak.length_culmen","beak.length_nares","beak.width","beak.depth","tarsus.length","wing.length","kipps.distance","secondary1","hand-wing.index","tail.length","mass","mass.source","mass.refs.other","inference","traits.inferred","reference.species","habitat","habitat.density","migration","trophic.level","trophic.niche","primary.lifestyle","min.latitude","max.latitude","centroid.latitude","centroid.longitude","range.size","species.status"
"4124",4124,"Loxops coccineus","Fringillidae","Passeriformes",4,2,2,0,4,13.4,8.5,3.9,4.8,20.1,59.9,14.3,45.5,23.9,47.5,10.5,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",19.15,19.85,19.46,-155.4471298,383.93,"Extant"
"4125",4125,"Melamprosops phaeosoma","Fringillidae","Passeriformes",1,0,0,1,1,16.9,10.7,6,7.4,23.6,71,11.7,59.3,16.5,34.5,25.5,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"4126",4126,"Mycerobas affinis","Fringillidae","Passeriformes",5,2,3,0,4,25.7,16.8,11.8,14.9,27.4,123.8,31,92.5,25.1,89.2,83,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Herbivore","Omnivore","Insessorial",25.02,35.83,30.02,96.37403628,1011882.5,"Extant"
"4127",4127,"Mycerobas carnipes","Fringillidae","Passeriformes",5,2,3,0,4,25.5,16.6,13.4,16.2,25.7,112.8,32.1,80.4,28.5,94.4,58.84,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Omnivore","Insessorial",24.32,48.32,34.69,85.65387834,3247977.86,"Extant"
"4128",4128,"Mycerobas icterioides","Fringillidae","Passeriformes",5,2,3,0,4,27,18.8,13.3,16.5,26.4,127.4,35,92.7,27.4,91.4,67,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Omnivore","Insessorial",27.62,36.65,32.86,75.31307126,406197.58,"Extant"
"4129",4129,"Mycerobas melanozanthos","Fringillidae","Passeriformes",5,2,3,0,4,27.8,18,14.1,18,22.3,120.6,43.5,76.3,36.3,72.8,62,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Omnivore","Insessorial",18.64,35.16,27.47,95.76744911,1431214.95,"Extant"
"4130",4130,"Neospiza concolor","Fringillidae","Passeriformes",1,0,1,0,1,24.1,16.1,10.5,15.3,23.8,107,23.4,83.6,21.9,70,50,"Updated_literature","Melo et al. (2017)","NO",NA,NA,"Forest","1","2","Herbivore","Omnivore","Insessorial",0.12,0.31,0.21,6.561895393,204.88,"Extant"
"4131",4131,"Oreomystis bairdi","Fringillidae","Passeriformes",4,2,2,0,4,16.8,11,4,5.2,20.1,67.2,13.3,54,19.8,45.8,14.24,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",22.05,22.17,22.1,-159.5677809,85.6,"Extant"
"4132",4132,"Oreomystis mana","Fringillidae","Passeriformes",4,2,2,0,4,16,9.8,3.8,4.8,21.6,64.6,12.3,52.3,19,42,14.6,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",19.1,19.94,19.53,-155.4500221,697.48,"Extant"
"4133",4133,"Palmeria dolei","Fringillidae","Passeriformes",4,2,2,0,4,22.5,16.9,5.3,6.3,31.9,91.5,23.9,67.6,26.1,72.2,26.07,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Nectarivore","Insessorial",20.69,20.8,20.76,-156.1780783,57.85,"Extant"
"4134",4134,"Paroreomyza maculata","Fringillidae","Passeriformes",4,3,1,0,4,15.3,10.3,3.4,4,21.2,65,12.8,52.2,19.7,46.2,11.3,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"4135",4135,"Paroreomyza montana","Fringillidae","Passeriformes",5,2,3,0,4,13.3,9,3.2,3.5,21.3,60.2,12.2,52.4,18.7,47.4,13.12,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",20.63,20.83,20.74,-156.2120093,255.12,"Extant"
"4136",4136,"Pinicola enucleator","Fringillidae","Passeriformes",13,6,7,0,4,16.6,12.3,8.6,11.2,19.6,109.2,32.1,77.1,29.4,85.1,56.4,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Herbivore","Omnivore","Insessorial",34.57,70.33,58.66,26.24282734,18396768.3,"Extant"
"4137",4137,"Pinicola subhimachala","Fringillidae","Passeriformes",5,2,3,0,4,15.3,10.8,8.8,10.1,21.9,89.8,17.4,71.4,19.6,76.4,46.07,"Dunning",NA,"NO",NA,NA,"Shrubland","2","2","Herbivore","Omnivore","Insessorial",24.63,34.4,29.29,98.19584857,789977.1,"Extant"
"4138",4138,"Pseudonestor xanthophrys","Fringillidae","Passeriformes",5,2,3,0,4,21.4,13.8,5.4,13,21.9,72.2,14.1,56.9,19.9,45.4,22.1,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",20.69,20.79,20.74,-156.145151,49.32,"Extant"
"4139",4139,"Psittirostra psittacea","Fringillidae","Passeriformes",5,2,3,0,4,17.5,10.8,6.4,8.3,23.1,90,21.1,67.2,23.9,55.3,28.62,"EltonTraits_Model",NA,"NO",NA,NA,"Forest","1","2","Herbivore","Frugivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"4140",4140,"Pyrrhoplectes epauletta","Fringillidae","Passeriformes",5,2,3,0,4,14,8.9,6.4,7.8,18.8,75.8,12.3,63.1,16.3,56.8,19,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Granivore","Generalist",24.43,30.1,27.27,97.88526504,179167.72,"Extant"
"4141",4141,"Pyrrhula aurantiaca","Fringillidae","Passeriformes",4,2,2,0,4,11.2,7.3,6.7,8,15.2,77.9,17.2,60.6,22.1,58.2,19.33,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Granivore","Generalist",30.23,36.13,33.45,74.79737041,115572.74,"Extant"
"4142",4142,"Pyrrhula erythaca","Fringillidae","Passeriformes",5,2,3,0,4,12.4,7.8,7.6,8.4,17.5,81.7,16.7,64.7,20.6,71.9,19,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Omnivore","Insessorial",21.49,43.22,30.48,103.2111173,2188959.5,"Extant"
"4143",4143,"Pyrrhula erythrocephala","Fringillidae","Passeriformes",5,2,3,0,4,11.5,7.4,7.3,8.3,16.5,77.4,12.9,64.6,16.6,66,22.28,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Granivore","Insessorial",26.77,33.52,29.13,83.4505961,283133.57,"Extant"
"4144",4144,"Pyrrhula leucogenis","Fringillidae","Passeriformes",4,2,0,2,4,13.9,9.6,8.8,10.4,17.2,77,13.3,63.7,17.2,67,19,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Omnivore","Insessorial",6.91,18.33,13.68,122.4396329,16930.87,"Extant"
"4145",4145,"Pyrrhula murina","Fringillidae","Passeriformes",5,2,3,0,4,12.6,9.8,9.2,10.2,20.8,83.7,21.5,63.4,25.4,71,30,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Granivore","Insessorial",37.73,37.84,37.79,-25.23963323,144.43,"Extant"
"4146",4146,"Pyrrhula nipalensis","Fringillidae","Passeriformes",5,2,3,0,4,13.7,9.3,8.9,9.8,16.4,85.9,17.9,67.2,21.1,75,24.6,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Omnivore","Insessorial",3.32,32.82,25.85,103.2221349,2214487.21,"Extant"
"4147",4147,"Pyrrhula pyrrhula","Fringillidae","Passeriformes",21,10,11,0,4,13.1,8.6,8.2,9,18,88.6,22.1,66.7,24.9,68.3,24.26,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Omnivore","Insessorial",33.14,70.4,56.29,75.68455016,17864017.39,"Extant"
"4148",4148,"Rhodopechys obsoletus","Fringillidae","Passeriformes",5,2,3,0,4,11.9,9.6,7.2,9.6,16.8,85.6,31.2,54.6,36.3,65.8,25.5,"Dunning",NA,"NO",NA,NA,"Desert","3","2","Herbivore","Granivore","Generalist",23.96,47.85,39.93,74.43090968,3475699.18,"Extant"
"4149",4149,"Rhodopechys sanguineus","Fringillidae","Passeriformes",9,4,5,0,8,12.6,10.1,7.4,10.5,18.5,102.2,38.9,63.7,37.8,60.2,38.14,"Dunning",NA,"NO",NA,NA,"Grassland","3","2","Herbivore","Omnivore","Terrestrial",28.21,44.71,38.43,59.57946197,1786917.62,"Extant"
"4150",4150,"Rhynchostruthus louisae","Fringillidae","Passeriformes",6,3,3,0,5,15.4,10,8,10.6,17.3,80.9,24.1,56.4,29.9,47.2,28.32,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Omnivore","Insessorial",9.63,11.34,10.31,46.46333452,23959.28,"Extant"
"4151",4151,"Rhynchostruthus percivali","Fringillidae","Passeriformes",4,2,2,0,4,17.1,11.2,8.8,11.5,17,88.9,25.9,63,29.2,52,28.32,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Omnivore","Insessorial",13.1,20.98,16.83,45.35079644,83044.08,"Extant"
"4152",4152,"Rhynchostruthus socotranus","Fringillidae","Passeriformes",4,2,2,0,4,17.5,12,8.3,11.4,19.3,85.5,25.1,60.4,29.4,53,28.32,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Omnivore","Insessorial",12.3,12.71,12.51,53.86661439,3622.4,"Extant"
"4153",4153,"Serinus alario","Fringillidae","Passeriformes",5,2,3,0,4,10.2,6.2,4.7,6,14.6,68,19.1,47.9,28.5,45.1,12.2,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Granivore","Generalist",-34.83,-20.21,-30.6,21.48724663,508153.43,"Extant"
"4154",4154,"Serinus albogularis","Fringillidae","Passeriformes",5,2,3,0,4,16.2,9.9,7.5,9.9,19.4,78.8,18.8,58.7,24.1,55.9,27.1,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Herbivore","Omnivore","Insessorial",-34.84,-12.94,-28.24,20.35770665,916328.36,"Extant"
"4155",4155,"Serinus ankoberensis","Fringillidae","Passeriformes",1,0,1,0,1,10.1,6.8,4.1,5.4,14.4,73,18.6,54.4,25.5,55,14.9,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Herbivore","Granivore","Terrestrial",9.07,13.62,10.53,39.06170633,16356.71,"Extant"
"4156",4156,"Serinus atrogularis","Fringillidae","Passeriformes",5,2,3,0,4,10.8,6.6,4.5,5.7,13.4,71.3,18.8,51.5,26.7,46,11.4,"Dunning",NA,"NO",NA,NA,"Woodland","3","1","Herbivore","Granivore","Generalist",-33.99,0.77,-21.89,23.4388964,3009542.68,"Extant"
"4157",4157,"Serinus buchanani","Fringillidae","Passeriformes",5,1,4,0,4,17.3,11.6,9,10.9,18.7,87.1,19.6,67,22.6,63.8,24,"Inferred",NA,"YES","Body Mass","Serinus donaldsoni","Shrubland","3","1","Herbivore","Granivore","Generalist",-6.83,-0.86,-3.23,37.05108899,128078.23,"Extant"
"4158",4158,"Serinus burtoni","Fringillidae","Passeriformes",9,4,5,0,4,16.8,12.4,8.7,11.4,20.9,87.7,17.7,69.6,20.2,67.6,30.5,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Granivore","Insessorial",-12.88,7.62,-0.64,27.88282116,400739.28,"Extant"
"4159",4159,"Serinus canaria","Fringillidae","Passeriformes",7,3,4,0,4,12,7.1,5.1,6.6,16.6,71.4,19.8,51.5,27.7,58.3,24.3,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Granivore","Generalist",27.64,39.1,30.98,-18.39364529,10522.09,"Extant"
"4160",4160,"Serinus canicollis","Fringillidae","Passeriformes",9,4,5,0,4,11.3,7.3,4.9,6.3,14.8,75.5,22.8,52.5,30.2,54.5,15.2,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Granivore","Generalist",-34.82,-17.54,-30.26,26.18072508,615500.68,"Extant"
"4161",4161,"Serinus capistratus","Fringillidae","Passeriformes",5,2,3,0,4,11.8,7.8,5,6.6,12.9,60.6,13.9,47.1,22.6,42.2,13.6,"Inferred",NA,"YES","Body Mass","Serinus koliensis","Shrubland","2","1","Herbivore","Granivore","Generalist",-13.74,0.8,-7.69,21.38792316,657049.02,"Extant"
"4162",4162,"Serinus citrinelloides","Fringillidae","Passeriformes",15,8,7,0,4,12.4,8.6,4.9,6.4,14.1,66.4,14.8,51.4,22.4,48.2,12.99,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Granivore","Generalist",-1.29,15.77,8.18,37.8374308,555034.99,"Extant"
"4163",4163,"Serinus citrinipectus","Fringillidae","Passeriformes",7,3,1,3,7,9.4,6.8,5.6,6.4,13.5,61.8,15,46.8,24.2,38.3,11.2,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Granivore","Terrestrial",-28.35,-15.47,-22.45,33.35571819,48205.89,"Extant"
"4164",4164,"Serinus donaldsoni","Fringillidae","Passeriformes",5,2,3,0,4,16.8,10.9,8.6,9.9,17,82,17.5,64.2,21.4,61.9,24,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Herbivore","Granivore","Generalist",-0.38,10.61,5.47,42.42658169,604511.84,"Extant"
"4165",4165,"Serinus dorsostriatus","Fringillidae","Passeriformes",9,3,5,1,6,10.7,7.6,5.6,6.9,15.7,73.1,14.5,58.9,19.8,51.3,15.13,"Dunning",NA,"NO",NA,NA,"Shrubland","3","1","Herbivore","Granivore","Generalist",-8.18,11.23,0.5,38.15522192,861574.54,"Extant"
"4166",4166,"Serinus estherae","Fringillidae","Passeriformes",1,0,1,0,1,11.2,7.1,5.4,7.3,14.8,67,15.5,51.5,23.1,54,12,"Inferred",NA,"YES","Body Mass","Carduelis citrinella","Grassland","3","1","Herbivore","Omnivore","Insessorial",-8.19,8.19,-0.06,110.1525122,41162.85,"Extant"
"4167",4167,"Serinus flavigula","Fringillidae","Passeriformes",1,0,0,1,1,10.3,7.8,4.8,6.5,12.4,67,12,55,17.9,49,11.8,"Inferred",NA,"YES","Body Mass","Serinus xantholaemus","Shrubland","3","1","Herbivore","Granivore","Generalist",8.92,9.74,9.36,39.99431012,4609.37,"Extant"
"4168",4168,"Serinus flaviventris","Fringillidae","Passeriformes",8,4,4,0,4,11.4,7.6,5.6,7.2,17.7,70.4,16,54.1,22.8,53.1,16.2,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Omnivore","Insessorial",-34.84,-13.37,-26.73,22.03054796,1693757.78,"Extant"
"4169",4169,"Serinus flavivertex","Fringillidae","Passeriformes",5,2,3,0,4,12.1,7.3,5,6.2,14.9,78.2,23.7,53.8,30.6,53.3,14,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Granivore","Terrestrial",-15.47,15.89,0.8,33.65501023,323625.7,"Extant"
"4170",4170,"Serinus frontalis","Fringillidae","Passeriformes",4,2,2,0,4,13.1,9.1,4.6,5.9,12.8,63.2,15,48.3,23.7,45.2,12.3,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Granivore","Insessorial",-10.43,2.84,-0.64,30.71258304,238675.25,"Extant"
"4171",4171,"Serinus gularis","Fringillidae","Passeriformes",11,3,8,0,8,13.4,8.7,5.9,7.1,15.6,78,19.9,58.1,25.5,57.4,16,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Omnivore","Insessorial",-34.84,15.61,-8.4,17.46051341,3004758.78,"Extant"
"4172",4172,"Serinus hypostictus","Fringillidae","Passeriformes",6,3,3,0,4,12.7,8.7,5.1,6.3,14.3,64.4,14.5,49.9,22.5,47.5,13,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Granivore","Generalist",-16.37,4.4,-8.98,35.10212494,160632.88,"Extant"
"4173",4173,"Serinus koliensis","Fringillidae","Passeriformes",4,1,3,0,4,11.7,7.6,4.7,6.8,14,62,13.2,48.8,21.4,46.5,13.6,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Granivore","Insessorial",-3.84,2.63,-0.42,31.95030984,54614.04,"Extant"
"4174",4174,"Serinus leucopterus","Fringillidae","Passeriformes",5,1,1,3,5,12.8,9.9,7.2,9,18.4,69,12.9,56.1,18.7,57.6,22.1,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Omnivore","Insessorial",-34.84,-31.94,-33.61,21.26126215,84829.62,"Extant"
"4175",4175,"Serinus leucopygius","Fringillidae","Passeriformes",5,2,3,0,4,10.1,6.4,4.6,5.7,12.5,67.3,20.2,47.7,29.6,42.3,10.8,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Granivore","Generalist",1.85,18.38,12.14,16.32453,3039637.6,"Extant"
"4176",4176,"Serinus melanochrous","Fringillidae","Passeriformes",4,2,2,0,4,15.8,10.3,7.8,10.4,18.7,81.8,14.5,67.3,17.7,64.8,30.5,"Inferred",NA,"YES","Body Mass","Serinus burtoni","Forest","1","1","Herbivore","Granivore","Insessorial",-9.8,-6.99,-8.4,35.30081862,41355.36,"Extant"
"4177",4177,"Serinus menachensis","Fringillidae","Passeriformes",4,2,2,0,4,10.6,6.8,4.7,5.9,14.2,70,17.6,52.4,25.2,47.9,22.4,"Inferred",NA,"YES","Body Mass","Serinus striolatus","Shrubland","3","1","Herbivore","Granivore","Terrestrial",13.11,21.34,16.39,44.69980825,43765.34,"Extant"
"4178",4178,"Serinus mennelli","Fringillidae","Passeriformes",5,2,3,0,4,12.7,8,5.9,6.8,14.1,80.3,21.6,58,27.1,56.8,15.39,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Omnivore","Insessorial",-25.37,-1.69,-14.85,30.2172851,1495142.19,"Extant"
"4179",4179,"Serinus mozambicus","Fringillidae","Passeriformes",17,7,7,3,10,10.3,7,5,5.9,14.4,68.2,15,53.4,22,43.4,11.87,"Dunning",NA,"NO",NA,NA,"Shrubland","3","1","Herbivore","Omnivore","Generalist",-34.21,16.78,-4.04,21.46689017,9532014.48,"Extant"
"4180",4180,"Serinus nigriceps","Fringillidae","Passeriformes",4,2,2,0,4,11.3,7.1,4.5,6,16.3,75.5,21.3,54.2,28.2,50.2,15.37,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland","3","1","Herbivore","Granivore","Insessorial",6.02,14.49,9.95,38.75841716,114938.98,"Extant"
"4181",4181,"Serinus pusillus","Fringillidae","Passeriformes",5,2,3,0,4,9.6,6.1,4.1,5.5,13.9,73.4,21.4,51.6,29.2,51.3,11.54,"Dunning",NA,"NO",NA,NA,"Rock","1","2","Herbivore","Granivore","Terrestrial",28.55,46.05,37.3,67.05868812,1833803.31,"Extant"
"4182",4182,"Serinus reichardi","Fringillidae","Passeriformes",5,2,3,0,4,12.3,7.9,5.3,6.5,14.7,78.6,20.9,57.6,26.7,53.4,15.42,"Dunning",NA,"NO",NA,NA,"Woodland","2","1","Herbivore","Granivore","Generalist",-17.83,13.27,-9.89,30.96875373,668133.98,"Extant"
"4183",4183,"Serinus rothschildi","Fringillidae","Passeriformes",5,2,3,0,4,12.2,8,5.5,7.1,15.1,64.8,10.4,54.1,16.1,50.3,14,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Granivore","Generalist",13.23,26.41,18.73,42.50531328,129560.58,"Extant"
"4184",4184,"Serinus rufobrunneus","Fringillidae","Passeriformes",4,2,2,0,4,16.1,10.5,6.1,8.3,19.9,77.6,18.4,59.3,23.6,45.4,25.9,"Dunning",NA,"NO",NA,NA,"Forest","2","1","Herbivore","Omnivore","Insessorial",-0.01,1.7,0.43,6.714389138,928.93,"Extant"
"4185",4185,"Serinus scotops","Fringillidae","Passeriformes",5,2,3,0,4,12.9,8.2,5.5,7.1,16,69,14.2,54.6,20.6,54.4,14.2,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Omnivore","Insessorial",-34.35,-22.59,-30.26,27.90057086,184665.55,"Extant"
"4186",4186,"Serinus serinus","Fringillidae","Passeriformes",17,8,9,0,4,9.2,5.8,4.6,5.2,13.9,70.8,20.8,50.1,29.3,46.4,11.2,"Dunning",NA,"NO",NA,NA,"Forest","2","2","Herbivore","Granivore","Generalist",27.73,60.04,45.07,13.58025055,4819417.99,"Extant"
"4187",4187,"Serinus striolatus","Fringillidae","Passeriformes",9,4,5,0,4,13.6,8.9,6.3,7.7,20.1,68.1,13.2,54.6,19.4,59.7,22.4,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"4188",4188,"Serinus sulphuratus","Fringillidae","Passeriformes",10,5,5,0,4,14.6,10.6,7.5,9.7,18.4,77.6,19.7,59.3,24.9,58.7,27.9,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Granivore","Insessorial",-34.84,3.79,-14.57,29.54644144,1869165.54,"Extant"
"4189",4189,"Serinus symonsi","Fringillidae","Passeriformes",5,2,3,0,4,12.5,8.7,5.3,6.7,16.9,75.9,18.9,57,24.9,58.9,15.8,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Omnivore","Insessorial",-31.39,-28.49,-29.86,28.35597284,36985.63,"Extant"
"4190",4190,"Serinus syriacus","Fringillidae","Passeriformes",5,2,3,0,4,10.1,6.1,4.5,5.6,14.4,73.4,22.3,51.7,30.1,52.8,11.7,"Dunning",NA,"NO",NA,NA,"Woodland","2","2","Herbivore","Granivore","Generalist",30.08,34.66,32.81,35.75872016,7402.84,"Extant"
"4191",4191,"Serinus thibetanus","Fringillidae","Passeriformes",4,2,2,0,4,11.3,7.1,3.7,5,12,68.9,24.8,44.1,36,42.9,10.48,"Dunning",NA,"NO",NA,NA,"Forest","1","2","Herbivore","Granivore","Generalist",27.16,36.22,31.26,98.87307966,596948.36,"Extant"
"4192",4192,"Serinus totta","Fringillidae","Passeriformes",4,2,2,0,4,11.9,7.9,4.8,6.2,15.5,69.1,15.8,53.4,22.8,49.8,13.4,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Omnivore","Insessorial",-34.84,-31.18,-33.57,20.98711759,85526.4,"Extant"
"4193",4193,"Serinus tristriatus","Fringillidae","Passeriformes",5,2,3,0,4,12.9,7.8,5,6.2,17.6,68,10.7,57,15.8,56.6,15.5,"Dunning",NA,"NO",NA,NA,"Shrubland","2","1","Herbivore","Granivore","Generalist",6.02,16.99,10.24,38.95301038,299348.44,"Extant"
"4194",4194,"Serinus whytii","Fringillidae","Passeriformes",5,3,2,0,4,13.9,9,6.3,7.5,21.2,66.3,9.4,56.4,14.4,60.1,22.4,"Inferred",NA,"YES","Body Mass","Serinus striolatus","Shrubland","2","1","Herbivore","Omnivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"4195",4195,"Serinus xantholaemus","Fringillidae","Passeriformes",1,1,0,0,1,11.8,7.6,5.1,6.5,13.7,64,9.1,54.9,14.2,46,11.8,"Dunning",NA,"NO",NA,NA,"Shrubland","3","1","Herbivore","Granivore","Generalist",4.12,9.54,5.98,40.56853423,54048.09,"Extant"
"4196",4196,"Serinus xanthopygius","Fringillidae","Passeriformes",13,5,7,1,8,10.8,7,4.7,5.8,13.1,68.2,16.7,51.4,24.6,45.9,15.4,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Desert","3","1","Herbivore","Granivore","Generalist",-11.29,17.01,2.97,38.17708814,946829.38,"Extant"
"4197",4197,"Telespiza cantans","Fringillidae","Passeriformes",3,1,1,1,3,18.9,12.3,7.6,12.3,24.4,80.5,15.9,64.6,19.8,56.7,33.28,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Herbivore","Omnivore","Generalist",25.75,25.78,25.77,-171.7308618,3.41,"Extant"
"4198",4198,"Telespiza ultima","Fringillidae","Passeriformes",1,0,0,1,1,15.2,10.1,6.5,9.7,21.2,77.5,14.5,63,18.7,58,24.24,"Dunning",NA,"NO",NA,NA,"Coastal","3","1","Herbivore","Omnivore","Generalist",23.05,23.06,23.06,-161.9246757,1.55,"Extant"
"4199",4199,"Uragus sibiricus","Fringillidae","Passeriformes",4,2,2,0,4,10.7,6.7,6.2,7.6,15.4,71.2,16,55.2,22.5,86.8,17.43,"Dunning",NA,"NO",NA,NA,"Shrubland","2","2","Herbivore","Omnivore","Insessorial",24.44,60.46,50.19,107.5183033,6041699.66,"Extant"
"4200",4200,"Vestiaria coccinea","Fringillidae","Passeriformes",5,2,3,0,4,29.2,20.8,4.5,5.9,23.7,77.3,19.4,56.5,25.5,56.7,18.22,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Herbivore","Nectarivore","Insessorial",19.1,22.2,19.93,-156.0595899,3813.22,"Extant"
"4201",4201,"Acrobatornis fonsecai","Furnariidae","Passeriformes",4,1,2,1,2,10.4,7.3,3,3.6,17.6,62.9,13.6,48.3,21.2,56.6,13.7,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-16.05,-14.51,-15.42,-39.64580313,3689.54,"Extant"
"4202",4202,"Anabacerthia amaurotis","Furnariidae","Passeriformes",6,1,3,2,3,18.5,10.8,4.1,4.9,19.6,76.2,11.8,64.4,15.5,72.3,19.2,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-29.83,-19.71,-25.27,-50.10621484,499233.47,"Extant"
"4203",4203,"Anabacerthia striaticollis","Furnariidae","Passeriformes",27,6,13,8,4,18.6,10.2,3.8,5.4,20,87.3,15.8,71.7,18,76.1,24.8,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-17.03,11.18,-1.55,-73.77449473,335322.02,"Extant"
"4204",4204,"Anabacerthia variegaticeps","Furnariidae","Passeriformes",12,1,9,2,4,17,10.9,3.6,5.1,19.4,85.2,15.6,69.2,18.4,70.6,27.8,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-4.1,18.71,11.78,-87.47639445,215334.52,"Extant"
"4205",4205,"Anabazenops dorsalis","Furnariidae","Passeriformes",5,1,3,1,1,23.4,14.9,5,7.5,23.5,92.7,12.8,79.9,13.9,77,35.4,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-14.22,1.51,-7.79,-73.2175845,480171.5,"Extant"
"4206",4206,"Anabazenops fuscus","Furnariidae","Passeriformes",8,1,4,3,4,25.2,16.1,4.6,7,23.4,91.6,13.1,78.3,14.4,80,38.5,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-28.01,-13.5,-20.55,-43.46340558,372722.52,"Extant"
"4207",4207,"Ancistrops strigilatus","Furnariidae","Passeriformes",13,6,6,1,4,23.1,14.2,5.2,7.1,23.1,92.8,17,76.7,18.1,72.5,35.9,"Dunning",NA,"NO",NA,NA,"Forest","1","1","Carnivore","Invertivore","Insessorial",-14.95,3.44,-5.93,-67.87897624,2508167.13,"Extant"
"4208",4208,"Anumbius annumbi","Furnariidae","Passeriformes",11,3,7,1,4,19.6,12.5,3.8,4.7,24.3,81.4,16.7,64.7,20.5,82.2,41.5,"Dunning",NA,"NO",NA,NA,"Grassland","3","1","Carnivore","Invertivore","Generalist",-43.26,-11.32,-28.89,-57.25087481,2928674.73,"Extant"
